profile_id,region_code,state_code,coverage_limit,num_vehicles,num_drivers,household_size,youth_driver_flag,senior_driver_flag,prior_claim_count,multi_policy_flag,home_value_band,credit_score_band,urban_rural_flag
88193,Region 2,S03,2M,5,4,4,1,0,1,0,Premium,High,Rural
88196,Region 2,S12,1M,5,3,3,0,0,1,0,Standard,Low,Suburban
88204,Region 3,S06,5M,2,1,1,0,0,0,1,Premium,Medium,Urban
88212,Region 4,S08,1M,5,3,3,0,0,0,1,Standard,Medium,Urban
88215,Region 1,S02,1M,3,3,3,0,0,1,1,Standard,Medium,Rural
88226,Region 1,S02,2M,2,2,2,0,1,0,0,Entry,High,Suburban
88228,Region 2,S12,5M,4,4,4,0,0,0,1,Entry,Low,Rural
88232,Region 5,S11,2M,5,4,4,0,1,0,0,Premium,High,Suburban
88234,Region 3,S06,1M,2,1,1,0,0,0,1,Standard,Medium,Urban
88236,Region 2,S03,5M,2,2,2,0,0,0,1,Premium,High,Rural
88238,Region 5,S11,2M,3,1,1,0,0,0,0,Premium,Medium,Urban
88243,Region 2,S03,2M,4,2,3,0,0,0,1,Premium,Medium,Suburban
88251,Region 2,S03,1M,5,5,6,1,0,1,1,Standard,Medium,Urban
88275,Region 2,S03,1M,2,2,2,0,0,1,1,Entry,Medium,Urban
88280,Region 3,S06,1M,5,4,4,0,0,0,1,Standard,Low,Suburban
88286,Region 5,S11,1M,4,3,3,0,0,0,1,Premium,Medium,Suburban
88290,Region 4,S08,1M,5,3,3,0,0,2,0,Standard,Low,Suburban
88293,Region 3,S06,5M,5,4,4,1,0,0,1,Standard,Medium,Rural
88294,Region 5,S09,1M,6,5,6,1,0,0,1,Standard,Medium,Suburban
88301,Region 4,S07,2M,3,2,2,0,0,0,1,Premium,High,Rural
88320,Region 4,S08,5M,3,2,2,0,0,1,0,Standard,Medium,Rural
88335,Region 5,S10,1M,4,2,2,0,0,0,1,Standard,High,Suburban
88342,Region 4,S08,1M,4,3,3,0,0,0,1,Premium,High,Suburban
88346,Region 1,S02,2M,4,3,3,0,0,0,1,Entry,High,Rural
88361,Region 3,S06,1M,2,1,2,0,0,0,0,Entry,High,Urban
88365,Region 5,S11,1M,6,4,5,0,0,0,0,Premium,Medium,Rural
88366,Region 2,S04,1M,5,4,4,0,0,0,1,Standard,High,Suburban
88375,Region 2,S03,1M,3,2,2,0,1,0,0,Standard,High,Suburban
88377,Region 1,S02,2M,3,2,2,0,0,0,1,Standard,High,Suburban
88382,Region 2,S04,1M,2,1,1,0,1,0,0,Standard,High,Urban
88385,Region 5,S09,2M,5,3,4,0,0,0,1,Premium,High,Urban
88394,Region 2,S12,2M,5,4,4,0,0,0,0,Standard,Medium,Urban
88401,Region 5,S09,1M,4,4,4,1,0,0,0,Standard,Medium,Suburban
88402,Region 2,S12,1M,3,2,2,0,0,0,0,Entry,High,Suburban
88403,Region 4,S08,1M,3,1,1,0,0,0,1,Premium,High,Suburban
88418,Region 5,S10,2M,3,2,2,0,0,0,0,Standard,Medium,Suburban
88422,Region 5,S09,1M,2,1,2,1,0,0,0,Premium,High,Urban
88424,Region 5,S10,1M,5,4,5,0,0,0,0,Premium,High,Rural
88468,Region 1,S01,2M,3,2,2,0,0,1,0,Premium,Medium,Rural
88477,Region 3,S05,1M,6,5,5,1,0,0,1,Standard,Medium,Urban
88487,Region 1,S02,1M,3,2,2,0,0,0,0,Standard,Low,Suburban
88493,Region 5,S11,1M,5,4,4,0,0,0,1,Standard,Medium,Suburban
88533,Region 2,S12,5M,1,1,1,0,1,0,1,Standard,Medium,Suburban
88544,Region 2,S12,2M,3,1,1,0,0,0,1,Entry,Low,Suburban
88547,Region 2,S04,1M,2,1,1,0,0,0,1,Standard,Medium,Urban
88551,Region 2,S04,1M,3,1,2,1,1,0,1,Standard,High,Suburban
88564,Region 4,S07,2M,3,3,3,0,0,0,1,Standard,High,Urban
88568,Region 5,S09,1M,2,2,2,1,0,0,0,Premium,High,Urban
88590,Region 3,S06,2M,5,4,5,0,1,1,0,Standard,Low,Suburban
88621,Region 3,S05,2M,1,1,2,0,0,0,0,Premium,High,Suburban
88628,Region 4,S07,1M,2,1,2,0,0,1,1,Standard,High,Suburban
88630,Region 4,S08,2M,3,3,3,0,0,1,1,Premium,High,Urban
88637,Region 3,S06,1M,2,1,2,0,1,1,1,Premium,Low,Suburban
88639,Region 4,S07,1M,3,1,2,0,0,0,0,Entry,Medium,Urban
88654,Region 2,S04,1M,1,1,2,0,0,0,1,Standard,Low,Suburban
88674,Region 1,S01,1M,2,2,2,0,0,1,1,Entry,High,Suburban
88685,Region 1,S02,1M,3,2,3,0,0,0,0,Standard,Medium,Rural
88702,Region 2,S04,5M,4,3,3,0,0,0,1,Entry,Medium,Suburban
88703,Region 5,S09,1M,5,4,4,0,0,0,0,Entry,Medium,Rural
88707,Region 5,S11,1M,4,3,3,0,0,0,1,Standard,Medium,Suburban
88711,Region 2,S04,2M,3,3,3,0,0,1,1,Standard,Medium,Suburban
88718,Region 1,S02,1M,3,1,1,0,0,2,0,Standard,Medium,Suburban
88751,Region 5,S11,1M,3,2,2,0,0,0,1,Premium,Medium,Rural
88754,Region 1,S02,1M,4,3,4,0,0,0,1,Standard,Medium,Suburban
88766,Region 3,S05,2M,2,1,2,0,0,0,0,Premium,High,Suburban
88784,Region 3,S05,1M,3,3,3,0,0,0,1,Standard,Low,Suburban
88791,Region 2,S03,2M,2,1,1,0,0,0,1,Premium,Low,Suburban
88801,Region 5,S09,1M,5,4,4,0,0,0,1,Premium,Medium,Urban
88808,Region 5,S09,1M,5,3,3,0,0,0,1,High Net Worth,High,Suburban
88811,Region 1,S02,1M,5,3,3,0,1,1,1,Premium,Medium,Suburban
88826,Region 2,S03,1M,5,2,2,0,0,1,1,High Net Worth,Medium,Suburban
88833,Region 1,S02,1M,5,5,5,0,0,0,1,Premium,High,Suburban
88838,Region 3,S05,2M,2,2,2,0,0,0,1,Entry,High,Suburban
88842,Region 2,S03,5M,5,3,4,1,0,1,0,Standard,Medium,Urban
88853,Region 2,S03,1M,5,4,4,0,0,1,1,Standard,High,Suburban
88879,Region 5,S09,1M,8,6,6,0,1,0,1,Premium,High,Rural
88881,Region 3,S05,2M,4,3,3,0,0,0,0,Standard,High,Suburban
88889,Region 5,S11,2M,2,2,2,0,1,0,1,Standard,High,Suburban
88895,Region 3,S05,2M,2,1,2,0,0,0,1,Standard,High,Suburban
88898,Region 2,S03,1M,2,1,2,0,0,0,1,Premium,Medium,Urban
88907,Region 3,S05,1M,4,4,4,0,0,1,0,Standard,High,Rural
88910,Region 2,S04,2M,3,2,2,0,0,0,1,Entry,High,Suburban
88924,Region 2,S03,1M,4,3,3,0,0,0,1,Standard,Low,Suburban
88929,Region 4,S08,2M,5,4,4,0,0,0,1,High Net Worth,Medium,Urban
88944,Region 5,S10,1M,3,1,2,0,0,1,0,Entry,Medium,Suburban
88962,Region 3,S05,1M,3,2,2,0,0,0,1,Standard,Low,Urban
88973,Region 5,S09,1M,3,3,3,0,0,0,1,Standard,High,Urban
88979,Region 4,S08,1M,5,4,4,0,0,0,1,Entry,Low,Urban
88990,Region 5,S10,2M,6,5,5,0,0,0,1,High Net Worth,Medium,Suburban
88998,Region 3,S06,2M,4,3,3,0,0,0,0,Premium,Medium,Urban
89013,Region 5,S11,1M,4,3,3,0,0,0,1,Entry,High,Urban
89018,Region 5,S11,2M,1,1,2,0,0,0,0,Standard,Medium,Suburban
89041,Region 3,S06,2M,3,2,2,0,0,1,1,Premium,Medium,Rural
89054,Region 2,S04,2M,2,1,1,0,0,0,0,Standard,High,Suburban
89071,Region 5,S09,5M,3,3,3,0,0,0,1,Premium,High,Suburban
89079,Region 4,S07,1M,2,2,2,0,0,0,0,Entry,Medium,Rural
89084,Region 3,S05,2M,3,1,1,0,0,0,0,Entry,High,Suburban
89109,Region 4,S08,1M,2,1,1,0,0,0,0,Entry,Medium,Rural
89149,Region 5,S11,1M,1,1,1,0,1,0,0,Premium,Medium,Urban
89152,Region 5,S11,5M,2,1,1,0,0,0,1,Standard,Medium,Rural
89166,Region 3,S06,2M,3,1,1,0,0,0,0,Standard,Medium,Rural
89169,Region 3,S06,1M,3,2,3,0,0,1,1,Standard,High,Urban
89174,Region 2,S12,2M,2,2,2,0,0,0,0,Premium,Medium,Suburban
89192,Region 2,S03,2M,2,2,2,1,0,0,0,Standard,Medium,Suburban
89193,Region 1,S01,2M,3,2,2,0,0,0,1,Standard,High,Urban
89216,Region 4,S07,5M,7,6,7,0,0,1,1,Standard,Medium,Rural
89220,Region 3,S05,1M,5,4,4,0,0,1,1,Standard,Low,Urban
89224,Region 2,S12,1M,4,3,3,0,0,0,1,Standard,High,Suburban
89231,Region 3,S05,2M,3,3,3,0,0,0,1,Standard,Low,Urban
89236,Region 2,S03,5M,6,4,4,0,0,1,0,High Net Worth,Medium,Suburban
89240,Region 2,S12,1M,2,1,1,0,0,0,1,Premium,High,Rural
89246,Region 3,S05,1M,6,4,4,0,0,0,0,Standard,Medium,Rural
89252,Region 3,S06,5M,3,3,3,0,0,0,1,Standard,Low,Urban
89261,Region 1,S02,2M,2,2,2,0,0,0,0,Entry,Low,Suburban
89266,Region 2,S03,1M,8,6,6,0,0,0,0,High Net Worth,Medium,Suburban
89274,Region 5,S11,1M,2,2,2,0,0,0,0,Standard,Medium,Urban
89283,Region 2,S03,1M,3,3,3,0,0,0,1,Entry,Medium,Rural
89301,Region 2,S03,1M,5,4,5,0,0,0,1,Standard,High,Urban
89303,Region 4,S08,1M,3,2,2,0,0,1,1,Standard,Medium,Suburban
89324,Region 1,S02,5M,5,4,4,0,0,0,1,High Net Worth,Low,Suburban
89328,Region 3,S06,1M,3,2,2,0,0,0,0,Standard,Medium,Rural
89333,Region 5,S10,2M,5,3,3,0,0,0,1,Standard,High,Urban
89353,Region 4,S08,1M,5,5,5,0,0,0,0,Standard,Medium,Suburban
89355,Region 3,S05,1M,6,6,6,1,0,0,0,Standard,High,Urban
89359,Region 2,S04,1M,5,3,3,0,1,1,1,Standard,High,Suburban
89364,Region 1,S02,1M,3,3,3,0,0,0,1,Standard,Low,Urban
89378,Region 2,S04,5M,3,3,3,0,0,0,0,Standard,High,Urban
89379,Region 2,S03,2M,2,2,2,0,0,0,0,Standard,Medium,Suburban
89381,Region 2,S04,2M,4,3,3,0,0,0,1,Premium,Medium,Rural
89382,Region 2,S04,1M,4,4,4,0,0,0,0,Standard,Low,Suburban
89395,Region 3,S06,1M,4,2,2,0,0,0,0,Entry,Medium,Suburban
89399,Region 5,S09,1M,2,1,1,0,0,0,0,Premium,Low,Urban
89405,Region 3,S05,1M,5,4,4,0,0,0,1,Standard,Medium,Suburban
89409,Region 5,S10,2M,3,3,4,0,0,0,1,Standard,High,Suburban
89423,Region 4,S08,1M,7,5,5,0,0,0,1,Premium,Medium,Rural
89430,Region 4,S08,1M,4,3,4,1,0,1,0,Entry,High,Suburban
89434,Region 4,S07,1M,3,2,2,0,0,0,0,Premium,High,Urban
89448,Region 4,S08,1M,2,1,1,0,1,2,1,Standard,High,Suburban
89455,Region 3,S05,5M,2,2,2,0,0,0,1,Standard,High,Suburban
89460,Region 5,S09,2M,5,5,5,1,0,0,1,Standard,Low,Urban
89480,Region 2,S04,1M,5,4,4,1,0,0,1,Standard,Medium,Urban
89483,Region 2,S12,2M,8,6,7,0,0,0,1,High Net Worth,High,Rural
89484,Region 3,S06,1M,1,1,1,0,0,1,1,Standard,Low,Suburban
89489,Region 5,S10,1M,2,1,2,0,1,0,1,Standard,High,Rural
89505,Region 5,S09,1M,4,3,3,0,0,0,1,Premium,Medium,Rural
89520,Region 3,S06,1M,6,4,4,1,0,1,0,Standard,High,Suburban
89530,Region 5,S09,5M,6,6,7,0,0,0,1,Standard,Medium,Suburban
89551,Region 3,S05,2M,3,2,2,0,0,0,0,Entry,Medium,Urban
89556,Region 3,S06,1M,2,2,2,0,0,1,0,Standard,Medium,Urban
89574,Region 3,S06,1M,4,3,3,0,1,0,1,Entry,Low,Urban
89577,Region 5,S09,5M,2,1,1,0,0,1,1,Standard,Medium,Suburban
89578,Region 4,S08,5M,3,2,2,1,0,0,0,Standard,Medium,Suburban
89581,Region 3,S05,1M,6,4,5,0,0,1,1,Standard,Medium,Urban
89582,Region 5,S09,2M,4,4,4,0,0,0,0,Premium,Medium,Suburban
89591,Region 4,S08,1M,6,5,5,0,0,0,1,Entry,Low,Urban
89593,Region 3,S05,2M,4,3,3,0,0,0,0,Entry,High,Suburban
89603,Region 3,S06,1M,4,3,3,0,0,0,1,Standard,High,Urban
89611,Region 2,S03,1M,4,2,2,1,0,1,1,Premium,Low,Suburban
89625,Region 2,S03,2M,3,1,1,0,0,0,1,Standard,High,Rural
89645,Region 1,S02,2M,6,4,5,0,0,0,0,High Net Worth,Medium,Urban
89660,Region 4,S07,5M,2,1,1,0,0,0,0,Entry,High,Suburban
89661,Region 5,S11,5M,3,2,3,0,0,0,0,High Net Worth,Medium,Rural
89681,Region 1,S02,1M,5,4,4,0,0,0,1,Entry,Medium,Suburban
89682,Region 2,S03,5M,7,5,6,0,0,1,1,Standard,High,Urban
89693,Region 5,S11,1M,7,5,5,0,0,0,1,Standard,Low,Urban
89703,Region 2,S03,2M,3,2,2,0,0,0,0,Premium,High,Rural
89715,Region 3,S05,1M,2,1,1,0,1,0,1,Premium,Medium,Suburban
89716,Region 1,S02,5M,3,1,2,0,0,0,0,Premium,High,Rural
89721,Region 1,S01,1M,2,2,2,1,0,0,0,Entry,Low,Rural
89727,Region 4,S08,5M,1,1,1,0,0,0,1,Premium,High,Urban
89728,Region 1,S01,1M,1,1,2,0,0,1,1,Standard,High,Suburban
89754,Region 2,S12,1M,2,1,2,1,1,0,0,Standard,High,Suburban
89757,Region 3,S05,1M,4,3,3,0,0,0,1,Premium,Medium,Suburban
89777,Region 1,S02,1M,3,2,2,0,0,0,0,Premium,Low,Suburban
89798,Region 5,S09,1M,5,5,5,0,0,0,1,Premium,Medium,Urban
89799,Region 4,S08,1M,4,3,3,0,1,0,0,Standard,Low,Suburban
89800,Region 2,S03,1M,3,3,3,0,0,0,0,Entry,Medium,Urban
89802,Region 3,S05,1M,3,2,2,0,0,0,1,Premium,High,Suburban
89829,Region 4,S07,1M,3,3,3,0,0,0,1,Standard,Low,Suburban
89835,Region 4,S08,1M,3,2,3,1,0,0,1,Standard,Medium,Suburban
89870,Region 4,S08,1M,3,3,3,0,0,0,0,Premium,Medium,Urban
89885,Region 5,S10,5M,2,1,1,0,0,0,0,Premium,Low,Urban
89912,Region 3,S06,1M,2,2,2,0,0,0,0,Entry,High,Suburban
89918,Region 2,S04,2M,3,1,1,0,0,0,1,Standard,High,Rural
89919,Region 4,S08,1M,3,2,2,0,1,0,1,Standard,Medium,Suburban
89940,Region 2,S12,2M,4,3,4,0,0,0,1,High Net Worth,Low,Urban
89962,Region 1,S02,2M,4,4,4,0,0,0,1,Premium,High,Urban
89984,Region 1,S01,1M,7,6,6,0,0,1,1,Standard,Low,Suburban
89993,Region 4,S07,2M,3,3,3,0,0,1,0,Entry,High,Suburban
90020,Region 1,S01,5M,2,1,1,0,1,0,0,Premium,High,Urban
90033,Region 1,S01,1M,3,3,3,0,0,0,1,Entry,High,Rural
90035,Region 1,S02,1M,2,1,2,0,0,0,1,Entry,Medium,Rural
90050,Region 2,S03,5M,5,4,4,0,0,0,1,Premium,Medium,Suburban
90060,Region 3,S06,2M,3,2,3,0,0,0,0,Entry,Medium,Urban
90074,Region 5,S09,1M,3,3,3,0,0,1,1,Standard,Medium,Suburban
90076,Region 2,S04,2M,3,3,3,0,0,0,0,Standard,Medium,Suburban
90087,Region 3,S06,1M,4,3,3,0,0,0,0,Standard,High,Urban
90090,Region 4,S07,1M,3,2,3,0,0,0,1,Entry,Low,Rural
90092,Region 4,S08,5M,3,1,1,0,0,0,1,Entry,High,Suburban
90098,Region 5,S09,2M,5,3,3,0,0,1,1,Standard,Medium,Urban
90100,Region 5,S10,2M,7,5,5,0,0,0,1,Standard,High,Suburban
90101,Region 2,S12,1M,6,4,4,0,0,0,1,High Net Worth,Low,Rural
90160,Region 1,S02,2M,3,2,2,0,0,0,0,Premium,Medium,Rural
90161,Region 4,S07,1M,1,1,1,0,0,0,1,Standard,High,Suburban
90179,Region 2,S12,1M,7,5,5,0,0,1,1,Entry,Medium,Suburban
90186,Region 4,S07,1M,2,2,2,0,0,0,1,Entry,Medium,Urban
90207,Region 4,S07,1M,4,2,2,0,0,0,1,High Net Worth,Medium,Suburban
90215,Region 2,S03,1M,2,2,3,0,0,0,1,Standard,Medium,Suburban
90216,Region 2,S03,2M,2,2,2,0,0,1,0,Standard,Medium,Suburban
90217,Region 2,S03,2M,4,3,3,0,0,1,1,Standard,High,Urban
90236,Region 5,S11,1M,7,4,4,0,0,0,0,High Net Worth,Medium,Suburban
90238,Region 4,S08,1M,5,4,4,0,0,0,1,Premium,High,Rural
90257,Region 2,S04,1M,4,2,3,0,0,0,1,High Net Worth,Medium,Urban
90263,Region 3,S05,1M,3,1,1,0,0,0,1,Standard,High,Suburban
90288,Region 2,S12,1M,3,3,3,0,0,0,1,Standard,Medium,Urban
90299,Region 1,S02,1M,4,2,3,0,0,1,1,High Net Worth,Medium,Urban
90308,Region 1,S01,2M,4,2,2,0,0,0,0,Entry,Medium,Suburban
90314,Region 5,S09,2M,5,3,3,0,0,0,1,Standard,High,Suburban
90318,Region 3,S06,1M,3,2,2,0,0,0,0,Standard,Medium,Urban
90329,Region 3,S06,1M,6,5,5,0,0,1,1,High Net Worth,High,Suburban
90330,Region 1,S02,1M,1,1,1,0,1,0,1,Standard,High,Suburban
90336,Region 3,S05,1M,1,1,1,0,1,2,1,Entry,High,Urban
90340,Region 3,S05,5M,3,1,1,0,0,0,1,Premium,High,Suburban
90343,Region 3,S05,1M,3,3,3,0,0,0,1,Standard,High,Urban
90344,Region 2,S12,2M,4,3,3,0,0,0,1,Standard,Medium,Suburban
90355,Region 4,S08,1M,6,5,5,0,0,1,1,Premium,Low,Urban
90358,Region 3,S06,5M,3,2,2,0,0,0,1,Entry,Medium,Rural
90359,Region 4,S07,1M,2,2,2,0,0,0,0,Entry,Medium,Suburban
90372,Region 4,S08,1M,3,2,2,0,0,2,1,Premium,Medium,Urban
90377,Region 1,S02,2M,2,1,2,0,0,0,1,Entry,Medium,Rural
90412,Region 4,S08,1M,2,2,3,0,0,1,0,Premium,Medium,Suburban
90416,Region 3,S05,1M,2,2,3,0,0,0,1,Premium,High,Urban
90417,Region 5,S10,2M,3,3,3,1,0,0,0,Entry,Low,Urban
90425,Region 5,S10,1M,5,4,4,0,0,0,0,Entry,High,Suburban
90429,Region 3,S05,1M,3,2,2,0,0,2,1,Standard,High,Suburban
90441,Region 5,S11,2M,6,4,5,0,0,0,0,High Net Worth,Medium,Suburban
90455,Region 4,S07,1M,2,2,3,0,1,0,1,Entry,Medium,Urban
90462,Region 5,S10,1M,3,1,1,0,0,0,0,Entry,High,Suburban
90463,Region 5,S10,1M,4,3,3,0,0,0,0,Standard,Low,Urban
90464,Region 2,S12,1M,1,1,1,0,0,0,0,Premium,High,Suburban
90467,Region 2,S12,1M,2,1,2,0,0,0,1,Premium,Low,Urban
90477,Region 1,S02,1M,7,4,4,0,0,0,1,High Net Worth,Medium,Suburban
90490,Region 5,S10,1M,4,4,4,0,0,0,1,Standard,Medium,Suburban
90496,Region 4,S08,1M,6,4,5,0,0,0,1,High Net Worth,Medium,Rural
90504,Region 5,S09,1M,3,1,1,0,0,0,0,Premium,High,Urban
90509,Region 5,S09,2M,4,3,3,0,0,0,1,Entry,Low,Suburban
90531,Region 5,S09,1M,4,4,5,0,0,0,1,Standard,High,Suburban
90535,Region 2,S03,1M,2,2,3,0,1,0,1,Standard,Medium,Suburban
90538,Region 2,S12,1M,2,1,1,0,0,0,0,Premium,Medium,Suburban
90545,Region 4,S07,1M,2,1,1,0,0,1,0,Premium,Low,Rural
90553,Region 3,S06,1M,2,2,3,0,0,0,0,Entry,Medium,Suburban
90598,Region 5,S09,2M,7,5,5,0,0,1,1,Standard,Medium,Urban
90602,Region 3,S06,1M,2,1,1,0,0,0,0,Standard,Low,Suburban
90624,Region 2,S04,2M,6,4,4,0,0,2,1,High Net Worth,Low,Suburban
90651,Region 2,S03,1M,6,4,4,0,0,0,0,Entry,Low,Urban
90656,Region 4,S07,1M,7,5,5,0,0,0,1,Entry,Low,Suburban
90658,Region 5,S11,2M,3,3,3,0,0,0,1,Premium,High,Rural
90676,Region 3,S06,1M,6,5,5,0,0,0,1,High Net Worth,Medium,Suburban
90692,Region 4,S07,2M,4,2,2,0,0,0,1,Standard,Medium,Suburban
90709,Region 1,S02,1M,4,3,3,0,0,0,1,Entry,Low,Urban
90710,Region 5,S10,2M,3,1,1,0,1,1,1,Standard,Low,Rural
90716,Region 5,S09,1M,5,4,4,0,0,0,1,Premium,Low,Urban
90722,Region 1,S01,1M,7,4,4,0,0,0,1,High Net Worth,Medium,Urban
90730,Region 3,S05,1M,3,2,2,0,0,0,0,Standard,Medium,Urban
90744,Region 4,S07,5M,1,1,1,0,0,0,0,Entry,Medium,Rural
90756,Region 5,S09,1M,4,4,4,0,0,0,1,Entry,Medium,Suburban
90763,Region 2,S03,1M,6,5,5,0,0,0,0,Premium,High,Urban
90774,Region 4,S07,2M,2,1,2,0,0,0,1,Standard,Medium,Rural
90784,Region 4,S07,1M,4,2,2,0,1,2,1,Entry,Medium,Rural
90788,Region 2,S04,1M,6,5,5,0,0,0,0,Entry,Medium,Suburban
90791,Region 2,S03,1M,5,4,4,0,0,0,0,Standard,Low,Suburban
90799,Region 4,S07,5M,2,1,1,0,0,0,1,Standard,High,Rural
90825,Region 4,S08,1M,3,1,2,0,0,0,1,Premium,Medium,Suburban
90832,Region 5,S09,1M,4,2,3,0,0,1,1,Premium,High,Rural
90866,Region 5,S10,2M,1,1,2,0,0,0,0,Premium,High,Urban
90867,Region 4,S07,5M,7,6,6,0,1,0,1,High Net Worth,Medium,Rural
90878,Region 5,S11,1M,1,1,1,0,0,0,1,Premium,Medium,Urban
90889,Region 5,S09,2M,4,4,4,0,0,0,0,Entry,Medium,Rural
90890,Region 2,S12,1M,3,3,3,0,0,0,0,Entry,Medium,Urban
90891,Region 2,S04,1M,1,1,2,0,0,0,1,Standard,High,Suburban
90894,Region 5,S09,2M,5,4,4,1,0,0,1,Premium,High,Suburban
90898,Region 2,S12,1M,4,3,3,0,0,0,1,Entry,Low,Urban
90899,Region 2,S03,5M,5,3,3,0,0,0,1,High Net Worth,Medium,Suburban
90912,Region 5,S09,5M,4,4,4,1,0,0,0,Entry,Medium,Rural
90919,Region 5,S10,1M,4,3,4,1,0,0,0,Standard,Medium,Suburban
90923,Region 2,S12,1M,2,1,1,0,0,0,1,Entry,High,Rural
90945,Region 1,S02,5M,3,2,2,0,0,0,0,Standard,High,Rural
90974,Region 4,S08,1M,2,1,1,0,0,0,1,Entry,High,Suburban
90990,Region 1,S02,2M,8,5,5,1,0,0,0,High Net Worth,High,Rural
91000,Region 5,S11,1M,3,1,1,0,0,0,0,Standard,Medium,Suburban
91016,Region 4,S07,1M,5,4,4,0,0,0,1,Entry,Medium,Urban
91035,Region 5,S11,1M,3,1,2,0,0,0,1,Premium,Low,Suburban
91043,Region 3,S06,2M,3,2,2,0,0,0,0,Standard,Medium,Suburban
91061,Region 3,S05,2M,4,3,3,0,0,0,1,Premium,Low,Urban
91066,Region 5,S11,2M,5,4,4,0,0,0,0,High Net Worth,Medium,Suburban
91068,Region 5,S11,1M,4,2,2,0,1,1,0,Entry,High,Suburban
91115,Region 3,S05,1M,2,1,2,0,0,0,1,Standard,High,Urban
91126,Region 5,S11,1M,1,1,1,0,0,0,1,Standard,High,Suburban
91128,Region 3,S05,2M,2,1,1,0,0,0,1,Entry,Low,Urban
91158,Region 4,S08,1M,3,3,3,0,0,0,1,Premium,Medium,Urban
91160,Region 5,S11,5M,5,3,3,0,0,0,0,Standard,Low,Rural
91196,Region 4,S08,1M,2,2,2,0,0,0,0,Standard,Medium,Urban
91205,Region 3,S06,2M,4,2,3,0,0,0,0,Premium,High,Rural
91212,Region 5,S11,1M,3,1,1,0,1,1,1,Premium,Medium,Suburban
91215,Region 1,S01,2M,7,5,5,0,0,0,0,Premium,Medium,Suburban
91233,Region 2,S03,1M,4,3,3,0,0,1,1,Standard,Medium,Suburban
91238,Region 5,S09,1M,3,2,2,0,0,0,0,Standard,High,Suburban
91244,Region 3,S06,1M,3,3,3,0,0,0,0,Standard,Low,Suburban
91260,Region 5,S11,1M,4,4,5,0,0,0,1,Premium,Medium,Urban
91287,Region 1,S02,1M,2,1,1,0,0,0,1,Entry,Medium,Suburban
91331,Region 1,S01,2M,2,1,1,0,0,0,1,Premium,Low,Urban
91335,Region 4,S08,1M,5,3,3,0,0,0,1,Premium,Low,Urban
91341,Region 4,S07,2M,6,4,4,1,0,0,1,High Net Worth,High,Urban
91362,Region 3,S05,1M,4,2,2,1,0,0,1,Standard,High,Suburban
91368,Region 2,S12,1M,2,1,1,0,0,0,1,Premium,Medium,Urban
91372,Region 5,S11,2M,4,4,4,0,0,0,1,Premium,Medium,Urban
91386,Region 4,S07,1M,3,1,1,0,0,1,0,Premium,Medium,Suburban
91399,Region 3,S06,2M,4,4,4,0,0,0,1,Standard,High,Urban
91412,Region 3,S06,1M,6,4,4,0,0,0,1,Entry,Medium,Urban
91415,Region 5,S09,1M,2,1,2,0,0,1,0,Standard,High,Rural
91423,Region 5,S10,1M,3,1,1,0,0,0,1,Entry,Medium,Urban
91440,Region 5,S09,2M,2,1,1,0,0,0,1,Premium,High,Urban
91442,Region 1,S01,2M,5,4,4,0,0,0,1,Premium,Medium,Suburban
91444,Region 2,S12,1M,2,2,2,0,0,0,0,Entry,High,Suburban
91449,Region 5,S10,1M,3,3,3,0,0,0,0,Entry,High,Rural
91469,Region 2,S04,5M,4,3,3,0,0,0,0,Entry,Medium,Urban
91488,Region 3,S06,2M,4,3,3,0,0,0,1,Premium,Medium,Rural
91513,Region 4,S08,2M,3,1,1,0,0,0,1,Premium,Medium,Suburban
91526,Region 5,S09,1M,2,2,3,0,0,1,0,Standard,Low,Suburban
91527,Region 5,S10,1M,6,6,7,0,0,0,1,Premium,Medium,Urban
91530,Region 5,S09,1M,3,1,1,0,0,0,1,Premium,Medium,Urban
91553,Region 5,S09,5M,3,2,3,1,0,1,1,Entry,Medium,Rural
91561,Region 1,S01,2M,4,3,3,0,0,0,0,Standard,Medium,Suburban
91571,Region 4,S08,1M,3,2,2,0,0,1,1,Standard,Low,Rural
91573,Region 4,S08,1M,2,1,1,0,0,0,1,Entry,Medium,Suburban
91590,Region 2,S04,2M,5,4,4,0,1,0,1,High Net Worth,High,Rural
91598,Region 5,S11,2M,3,2,2,0,0,0,1,Premium,Medium,Urban
91609,Region 1,S02,5M,1,1,1,0,0,0,1,Premium,High,Suburban
91611,Region 5,S10,2M,2,2,2,0,1,1,0,Premium,High,Suburban
91614,Region 2,S03,2M,3,3,3,0,0,0,1,Standard,High,Suburban
91625,Region 3,S06,2M,5,4,5,0,0,2,0,Premium,High,Suburban
91657,Region 2,S04,5M,5,3,3,0,0,0,0,Standard,High,Suburban
91658,Region 1,S01,2M,2,1,1,0,0,1,1,Premium,Medium,Urban
91672,Region 1,S01,2M,3,3,3,0,1,0,0,Standard,High,Suburban
91691,Region 5,S09,2M,5,3,3,0,0,0,1,Premium,Low,Suburban
91695,Region 2,S04,2M,2,2,2,0,0,0,1,Standard,Medium,Rural
91699,Region 3,S05,1M,5,3,3,0,0,1,0,Entry,Low,Suburban
91715,Region 5,S09,5M,4,2,2,0,1,0,1,High Net Worth,Medium,Urban
91723,Region 1,S01,1M,4,4,4,0,0,0,1,Standard,Medium,Urban
