profile_id,region_code,state_code,coverage_limit,num_vehicles,num_drivers,prior_claim_count,youth_driver_flag,multi_policy_flag,home_value_band,credit_score_band,urban_rural_flag,carrier,risk_score,simulated_price
36883,Region 1,S01,2M,4,4,1,0,1,Standard,Low,Urban,Carrier_C,1.495,844.69
36890,Region 5,S09,2M,4,3,0,0,0,Standard,High,Urban,Carrier_C,1.255,754.22
36905,Region 1,S01,1M,2,2,0,0,1,Standard,Medium,Urban,Carrier_C,1.045,488.0
36906,Region 3,S06,1M,6,4,1,0,0,High Net Worth,Medium,Suburban,Carrier_C,1.66,680.69
36910,Region 1,S02,5M,5,3,0,0,0,Premium,Low,Urban,Carrier_C,1.31,1434.01
36922,Region 5,S11,1M,2,1,0,0,1,Entry,Medium,Urban,Carrier_C,1.0,518.11
36926,Region 3,S06,2M,2,1,0,0,1,Entry,Low,Suburban,Carrier_C,1.0,573.55
36938,Region 2,S12,1M,1,1,0,0,1,Standard,High,Urban,Carrier_C,0.945,440.9
36956,Region 4,S08,1M,3,3,1,0,0,Standard,Medium,Urban,Carrier_C,1.4500000000000002,599.83
36961,Region 3,S05,1M,2,2,1,0,0,Entry,Medium,Suburban,Carrier_C,1.35,557.29
36971,Region 3,S06,1M,2,2,0,1,0,Entry,Medium,Rural,Carrier_C,1.2599999999999998,463.96
36981,Region 1,S02,2M,1,1,0,0,1,Entry,Medium,Urban,Carrier_C,0.945,572.07
36996,Region 2,S03,1M,4,3,0,0,1,Standard,High,Rural,Carrier_C,1.2000000000000002,487.74
36999,Region 1,S02,1M,7,5,0,0,1,Standard,Medium,Rural,Carrier_C,1.455,543.24
37009,Region 5,S09,1M,4,4,0,0,1,Standard,Medium,Urban,Carrier_C,1.245,585.36
37016,Region 2,S12,1M,7,6,0,1,0,Entry,High,Urban,Carrier_C,1.715,552.08
37024,Region 2,S04,1M,5,4,0,0,0,Entry,Medium,Suburban,Carrier_C,1.355,573.64
37027,Region 5,S09,1M,4,4,0,0,1,Premium,Low,Suburban,Carrier_C,1.245,652.76
37038,Region 3,S06,2M,3,2,0,0,0,Standard,High,Rural,Carrier_C,1.155,568.66
37055,Region 2,S04,1M,5,4,0,0,1,Entry,Low,Urban,Carrier_C,1.3,624.25
37077,Region 5,S11,2M,1,1,0,0,1,Premium,Low,Suburban,Carrier_C,0.945,780.76
37087,Region 5,S09,5M,1,1,0,0,1,Entry,High,Suburban,Carrier_C,0.945,824.5
37096,Region 1,S02,1M,1,1,2,0,0,Entry,Medium,Suburban,Carrier_C,1.66,573.07
37103,Region 5,S09,2M,3,2,1,1,1,Entry,High,Urban,Carrier_C,1.51,766.78
37109,Region 5,S09,1M,4,2,0,0,1,Standard,Medium,Rural,Carrier_C,1.155,523.92
37116,Region 3,S06,1M,3,2,0,0,0,Standard,Medium,Rural,Carrier_C,1.155,469.35
37130,Region 2,S04,1M,4,2,0,0,1,High Net Worth,High,Suburban,Carrier_C,1.155,617.37
37144,Region 3,S06,1M,3,1,1,0,1,Standard,Low,Urban,Carrier_C,1.3050000000000002,566.44
37145,Region 5,S09,2M,6,5,1,0,1,High Net Worth,High,Urban,Carrier_C,1.65,1062.34
37148,Region 3,S06,1M,4,3,0,0,1,Standard,High,Suburban,Carrier_C,1.2000000000000002,469.08
37153,Region 5,S11,1M,5,4,0,0,0,Premium,Medium,Suburban,Carrier_C,1.355,670.64
37170,Region 2,S04,2M,2,1,1,0,1,Premium,Medium,Suburban,Carrier_C,1.25,826.1
37180,Region 2,S04,1M,2,1,0,0,1,Premium,Low,Suburban,Carrier_C,1.0,593.55
37189,Region 5,S09,1M,6,4,1,0,1,Premium,Medium,Urban,Carrier_C,1.605,728.48
37193,Region 2,S03,2M,3,2,0,0,0,High Net Worth,Medium,Rural,Carrier_C,1.155,785.43
37200,Region 5,S11,2M,2,2,0,0,0,Entry,Medium,Suburban,Carrier_C,1.1,683.35
37201,Region 2,S03,1M,6,6,0,0,1,Standard,Medium,Rural,Carrier_C,1.445,553.64
37210,Region 2,S04,2M,3,2,0,0,1,Standard,High,Suburban,Carrier_C,1.1,664.7
37222,Region 3,S05,1M,4,3,0,0,1,High Net Worth,Medium,Suburban,Carrier_C,1.2600000000000002,668.01
37235,Region 2,S12,1M,2,1,0,0,0,Entry,High,Suburban,Carrier_C,1.055,428.24
37238,Region 1,S01,1M,2,1,0,1,1,Premium,Medium,Suburban,Carrier_C,1.16,524.16
37248,Region 1,S01,1M,3,3,1,0,0,Premium,Medium,Suburban,Carrier_C,1.4500000000000002,594.33
37251,Region 1,S02,2M,5,3,0,0,1,High Net Worth,High,Rural,Carrier_C,1.3150000000000002,763.35
37279,Region 5,S09,2M,2,2,0,0,0,Standard,Medium,Urban,Carrier_C,1.1,738.21
37295,Region 5,S10,1M,4,3,1,0,1,Premium,High,Urban,Carrier_C,1.4500000000000002,633.1
37301,Region 5,S09,1M,5,4,0,0,1,Standard,Medium,Suburban,Carrier_C,1.3,573.84
37326,Region 2,S04,1M,4,3,0,0,1,Premium,Medium,Suburban,Carrier_C,1.2000000000000002,608.49
37342,Region 2,S12,1M,1,1,0,0,0,Standard,Medium,Urban,Carrier_C,1.0,473.06
37357,Region 2,S04,2M,1,1,1,0,0,Standard,Medium,Suburban,Carrier_C,1.25,775.17
37379,Region 5,S11,2M,3,2,0,1,1,Standard,Medium,Suburban,Carrier_C,1.26,782.89
37383,Region 3,S05,2M,3,3,0,0,0,Entry,Medium,Rural,Carrier_C,1.2000000000000002,661.74
37393,Region 3,S05,1M,2,2,0,0,0,Standard,Medium,Suburban,Carrier_C,1.1,537.36
37401,Region 1,S01,2M,6,3,0,0,1,High Net Worth,Medium,Suburban,Carrier_C,1.31,807.07
37407,Region 1,S02,1M,4,3,0,0,1,Premium,Low,Suburban,Carrier_C,1.2000000000000002,591.11
37428,Region 2,S12,2M,3,2,1,0,1,Standard,Medium,Suburban,Carrier_C,1.35,664.64
37447,Region 3,S06,2M,6,5,1,0,1,Entry,High,Urban,Carrier_C,1.65,693.07
37457,Region 5,S11,1M,4,3,0,0,0,Standard,High,Suburban,Carrier_C,1.255,567.73
37462,Region 2,S04,5M,2,2,0,0,0,Premium,Medium,Urban,Carrier_C,1.1,1301.76
37468,Region 3,S06,2M,3,2,0,0,1,Premium,Medium,Suburban,Carrier_C,1.16,658.19
37470,Region 2,S04,1M,3,1,0,0,0,Standard,Low,Suburban,Carrier_C,1.11,594.94
37476,Region 2,S04,1M,5,3,1,1,0,High Net Worth,High,Suburban,Carrier_C,1.72,785.1
37477,Region 2,S12,2M,3,2,0,0,0,Entry,Medium,Suburban,Carrier_C,1.155,580.66
37487,Region 5,S09,1M,2,1,0,0,1,Standard,High,Rural,Carrier_C,1.06,478.59
37502,Region 4,S08,1M,1,1,0,0,0,Standard,High,Rural,Carrier_C,1.0,445.92
37524,Region 5,S10,1M,3,2,0,0,0,Standard,Medium,Suburban,Carrier_C,1.155,533.36
37532,Region 2,S04,1M,2,2,0,0,1,Standard,High,Suburban,Carrier_C,1.045,502.21
37534,Region 4,S07,5M,5,4,0,0,0,Premium,Medium,Urban,Carrier_C,1.355,1256.45
37546,Region 5,S11,1M,5,3,0,0,1,High Net Worth,Medium,Urban,Carrier_C,1.255,737.33
37572,Region 3,S06,2M,1,1,0,0,0,Premium,High,Suburban,Carrier_C,1.06,604.87
37588,Region 2,S12,1M,1,1,0,0,0,Entry,High,Suburban,Carrier_C,1.0,419.04
37594,Region 5,S11,1M,2,1,1,0,1,Standard,Medium,Suburban,Carrier_C,1.25,589.94
37615,Region 3,S06,1M,2,2,0,0,0,Standard,Medium,Suburban,Carrier_C,1.1,475.85
37624,Region 3,S06,1M,2,2,1,0,1,Entry,Medium,Urban,Carrier_C,1.295,498.3
37630,Region 1,S02,1M,3,2,0,0,0,Entry,Low,Rural,Carrier_C,1.155,503.3
37638,Region 1,S02,1M,3,2,0,0,1,Standard,Medium,Suburban,Carrier_C,1.1,490.95
37647,Region 4,S08,2M,1,1,0,1,0,Premium,Low,Rural,Carrier_C,1.22,770.17
37653,Region 5,S09,1M,4,3,0,0,1,High Net Worth,Medium,Urban,Carrier_C,1.2000000000000002,679.75
37663,Region 3,S05,1M,3,3,0,0,1,Premium,Low,Urban,Carrier_C,1.1450000000000002,654.53
37666,Region 1,S01,1M,6,6,0,0,0,Standard,Medium,Urban,Carrier_C,1.5,588.91
37688,Region 4,S08,1M,2,1,0,0,1,Entry,High,Suburban,Carrier_C,1.0,433.76
37692,Region 5,S09,1M,2,2,0,0,1,Entry,Medium,Urban,Carrier_C,1.045,506.96
37717,Region 2,S04,2M,5,3,0,0,0,Entry,High,Suburban,Carrier_C,1.31,702.71
37729,Region 4,S07,1M,4,2,0,0,0,Premium,High,Suburban,Carrier_C,1.21,519.96
37734,Region 3,S05,1M,4,3,0,0,0,Entry,Low,Urban,Carrier_C,1.255,603.78
37748,Region 5,S11,2M,5,5,0,0,1,Premium,Medium,Urban,Carrier_C,1.345,943.83
37754,Region 5,S11,1M,6,4,0,0,0,High Net Worth,High,Suburban,Carrier_C,1.47,740.38
37763,Region 1,S02,5M,2,1,0,0,1,High Net Worth,Low,Urban,Carrier_C,1.0,1308.39
37768,Region 5,S09,1M,3,3,0,0,1,Premium,Low,Urban,Carrier_C,1.1450000000000002,654.11
37779,Region 2,S12,1M,5,3,0,0,1,High Net Worth,High,Rural,Carrier_C,1.3150000000000002,543.31
37782,Region 2,S03,2M,3,3,1,0,0,Entry,Medium,Suburban,Carrier_C,1.4500000000000002,726.98
37798,Region 3,S05,1M,3,3,1,0,1,Entry,Medium,Suburban,Carrier_C,1.4550000000000003,569.78
37800,Region 5,S09,1M,5,3,0,0,1,Entry,Low,Suburban,Carrier_C,1.255,568.75
37803,Region 4,S08,5M,5,3,0,0,0,High Net Worth,High,Suburban,Carrier_C,1.31,1274.33
37817,Region 2,S03,1M,6,4,0,0,1,Standard,Medium,Rural,Carrier_C,1.355,537.28
37819,Region 4,S07,5M,1,1,0,0,1,Standard,High,Suburban,Carrier_C,0.945,784.06
37834,Region 1,S02,2M,3,2,0,0,1,Premium,High,Urban,Carrier_C,1.1,680.19
37853,Region 3,S06,1M,5,3,0,0,0,High Net Worth,Medium,Urban,Carrier_C,1.31,628.76
37855,Region 2,S04,1M,4,3,0,0,0,Standard,Medium,Urban,Carrier_C,1.255,610.9
37857,Region 5,S11,1M,4,3,1,0,1,Premium,Medium,Suburban,Carrier_C,1.4500000000000002,684.77
37859,Region 5,S11,2M,6,4,0,1,0,High Net Worth,Medium,Suburban,Carrier_C,1.5699999999999998,1133.19
37876,Region 2,S04,2M,5,2,0,0,0,High Net Worth,High,Urban,Carrier_C,1.265,935.52
37883,Region 4,S08,2M,5,4,1,0,0,Premium,Medium,Urban,Carrier_C,1.605,922.23
37885,Region 4,S08,1M,5,4,0,0,1,Standard,Low,Rural,Carrier_C,1.3,551.5
37899,Region 2,S04,2M,7,5,1,0,1,High Net Worth,Medium,Urban,Carrier_C,1.765,1239.11
37900,Region 1,S02,2M,1,1,0,0,1,Entry,Medium,Urban,Carrier_C,0.945,573.74
37912,Region 5,S09,1M,2,2,0,0,1,Standard,Medium,Urban,Carrier_C,1.045,535.74
37914,Region 5,S10,5M,5,5,0,1,1,Entry,High,Rural,Carrier_C,1.505,1033.07
37926,Region 2,S04,1M,5,4,0,0,1,Entry,High,Suburban,Carrier_C,1.3,528.85
37935,Region 4,S07,1M,3,2,0,0,0,Entry,Medium,Urban,Carrier_C,1.155,492.76
37941,Region 3,S05,1M,3,1,0,0,1,Premium,High,Suburban,Carrier_C,1.0550000000000002,526.78
37974,Region 1,S02,1M,2,2,0,0,1,Standard,Medium,Urban,Carrier_C,1.045,502.19
37980,Region 1,S02,1M,8,6,1,0,1,Premium,Low,Urban,Carrier_C,1.805,779.84
37990,Region 5,S11,1M,3,2,0,0,1,Premium,High,Suburban,Carrier_C,1.1,560.89
38004,Region 2,S12,2M,1,1,0,0,1,Premium,Medium,Suburban,Carrier_C,0.945,593.04
38005,Region 4,S08,2M,4,4,0,1,0,Standard,High,Rural,Carrier_C,1.46,686.13
38027,Region 2,S12,5M,5,3,0,0,1,High Net Worth,High,Urban,Carrier_C,1.255,1182.96
38036,Region 5,S09,5M,2,1,0,0,1,Entry,Low,Urban,Carrier_C,1.0,1063.8
38051,Region 4,S07,1M,5,4,1,0,1,Entry,High,Urban,Carrier_C,1.55,532.54
38054,Region 2,S12,1M,3,2,0,0,0,Standard,High,Suburban,Carrier_C,1.155,465.6
38078,Region 2,S04,1M,5,4,0,0,0,Premium,High,Urban,Carrier_C,1.355,656.64
38092,Region 3,S06,2M,5,3,1,0,0,Standard,Low,Suburban,Carrier_C,1.56,805.0
38110,Region 3,S05,1M,4,2,1,0,1,Entry,Medium,Suburban,Carrier_C,1.405,560.75
38115,Region 2,S03,1M,5,4,0,0,1,Premium,Medium,Urban,Carrier_C,1.3,616.62
38125,Region 3,S05,2M,7,6,0,0,1,Premium,Medium,Suburban,Carrier_C,1.5000000000000002,907.08
38129,Region 1,S02,2M,3,2,0,1,1,Premium,High,Suburban,Carrier_C,1.26,698.86
38140,Region 2,S03,2M,2,2,0,0,1,Premium,Medium,Urban,Carrier_C,1.045,716.39
38165,Region 5,S09,2M,3,2,0,0,0,Entry,Medium,Suburban,Carrier_C,1.155,671.24
38167,Region 4,S07,2M,1,1,0,0,1,Entry,Medium,Urban,Carrier_C,1.005,575.58
38182,Region 2,S12,1M,3,2,0,0,1,Entry,High,Urban,Carrier_C,1.1,446.87
38194,Region 5,S11,1M,6,5,0,0,0,Standard,Medium,Rural,Carrier_C,1.4549999999999998,624.46
38199,Region 5,S10,1M,1,1,0,0,1,Standard,Medium,Suburban,Carrier_C,0.945,479.48
38220,Region 4,S08,1M,4,3,0,0,1,Entry,Medium,Suburban,Carrier_C,1.2000000000000002,487.27
38224,Region 4,S07,1M,2,1,0,0,1,Standard,High,Urban,Carrier_C,1.0,460.15
38239,Region 4,S07,1M,5,3,0,0,0,Standard,Medium,Rural,Carrier_C,1.31,513.08
38247,Region 2,S04,1M,2,2,0,1,1,Standard,High,Urban,Carrier_C,1.2049999999999998,559.39
38250,Region 1,S01,1M,2,2,1,0,1,Entry,Medium,Rural,Carrier_C,1.295,476.51
38267,Region 5,S09,1M,3,2,1,0,1,Entry,High,Rural,Carrier_C,1.35,510.22
38278,Region 1,S01,1M,6,6,0,1,1,Premium,Low,Suburban,Carrier_C,1.605,675.42
38296,Region 2,S12,1M,3,3,0,0,0,Entry,Medium,Rural,Carrier_C,1.2000000000000002,456.7
38304,Region 1,S01,1M,2,2,1,0,0,Entry,Medium,Suburban,Carrier_C,1.35,504.21
38308,Region 3,S06,1M,3,1,1,0,0,Premium,High,Suburban,Carrier_C,1.36,535.82
38309,Region 1,S02,1M,8,6,0,1,1,High Net Worth,Low,Rural,Carrier_C,1.715,764.41
38318,Region 1,S02,2M,5,3,0,0,0,High Net Worth,High,Suburban,Carrier_C,1.31,805.73
38340,Region 3,S05,1M,3,2,2,0,1,Standard,Medium,Suburban,Carrier_C,1.7600000000000002,672.79
38349,Region 5,S10,1M,1,1,0,0,1,Entry,Medium,Rural,Carrier_C,0.945,443.42
38352,Region 1,S01,1M,2,1,1,0,1,Premium,Low,Suburban,Carrier_C,1.25,590.83
38355,Region 5,S11,1M,5,4,0,0,0,Standard,Medium,Suburban,Carrier_C,1.355,624.55
38358,Region 2,S12,2M,4,3,0,0,1,High Net Worth,Low,Suburban,Carrier_C,1.2600000000000002,838.0
38367,Region 5,S11,1M,4,2,1,0,1,High Net Worth,High,Suburban,Carrier_C,1.405,704.18
38374,Region 3,S06,1M,4,3,1,1,1,Entry,Medium,Urban,Carrier_C,1.61,553.16
38392,Region 3,S05,1M,3,3,0,0,1,Entry,High,Suburban,Carrier_C,1.1450000000000002,487.94
38411,Region 5,S09,5M,1,1,0,0,1,Premium,Medium,Suburban,Carrier_C,0.945,1047.33
38413,Region 3,S05,1M,6,5,0,0,1,Entry,Low,Rural,Carrier_C,1.4,583.32
38416,Region 4,S07,2M,3,2,1,0,1,Standard,High,Suburban,Carrier_C,1.35,650.16
38425,Region 3,S05,1M,6,4,0,1,1,Entry,High,Urban,Carrier_C,1.575,591.33
38433,Region 3,S06,1M,5,4,0,1,1,Entry,High,Urban,Carrier_C,1.46,503.29
38443,Region 4,S08,5M,3,1,0,0,1,Standard,Low,Urban,Carrier_C,1.0550000000000002,1085.59
38481,Region 5,S10,1M,3,3,0,0,1,Standard,Medium,Rural,Carrier_C,1.2050000000000003,520.48
38487,Region 5,S09,5M,2,2,0,0,0,Premium,Medium,Urban,Carrier_C,1.1,1262.15
38518,Region 1,S01,1M,3,3,0,0,1,Premium,High,Urban,Carrier_C,1.1450000000000002,520.53
38526,Region 2,S12,5M,5,4,1,0,0,Standard,High,Urban,Carrier_C,1.605,1165.01
38528,Region 3,S05,1M,4,3,0,0,0,Entry,Low,Urban,Carrier_C,1.255,606.72
38540,Region 5,S10,5M,3,2,0,0,1,Standard,Medium,Urban,Carrier_C,1.1,1076.85
38590,Region 5,S10,1M,3,2,0,0,0,Entry,Medium,Suburban,Carrier_C,1.215,520.22
38595,Region 3,S06,2M,1,1,0,0,1,Entry,High,Suburban,Carrier_C,0.945,497.66
38604,Region 4,S07,2M,4,3,0,0,0,Standard,Medium,Suburban,Carrier_C,1.255,670.55
38606,Region 4,S07,1M,3,1,1,0,1,Standard,High,Rural,Carrier_C,1.3650000000000002,490.96
38607,Region 5,S11,1M,2,2,0,0,0,Standard,Medium,Rural,Carrier_C,1.16,552.13
38622,Region 5,S10,2M,3,3,0,0,0,Standard,Medium,Urban,Carrier_C,1.2600000000000002,774.9
38630,Region 4,S07,2M,4,3,0,0,0,Entry,Medium,Rural,Carrier_C,1.255,606.07
38631,Region 1,S01,2M,1,1,0,0,1,Premium,Medium,Suburban,Carrier_C,0.945,610.66
38644,Region 5,S10,1M,7,5,0,0,1,High Net Worth,Medium,Suburban,Carrier_C,1.455,700.04
38658,Region 1,S02,1M,2,2,1,0,0,Entry,Medium,Rural,Carrier_C,1.35,503.9
38671,Region 2,S03,1M,3,3,0,0,0,Premium,High,Suburban,Carrier_C,1.2000000000000002,543.63
38690,Region 3,S05,1M,3,3,0,0,0,Standard,Medium,Suburban,Carrier_C,1.2000000000000002,557.84
38703,Region 5,S10,1M,3,2,0,0,0,High Net Worth,Medium,Suburban,Carrier_C,1.215,641.0
38712,Region 2,S12,1M,4,2,0,0,0,Standard,Medium,Urban,Carrier_C,1.21,514.52
38717,Region 2,S03,1M,4,3,0,0,0,Premium,High,Suburban,Carrier_C,1.3150000000000002,570.08
38721,Region 2,S12,2M,3,2,1,0,1,Standard,Medium,Suburban,Carrier_C,1.41,680.31
38723,Region 1,S01,1M,3,2,1,1,1,Standard,Low,Rural,Carrier_C,1.51,584.3
38733,Region 3,S06,1M,2,2,0,0,1,Standard,Medium,Suburban,Carrier_C,1.045,461.13
38744,Region 1,S02,1M,3,2,1,0,1,Entry,Low,Suburban,Carrier_C,1.35,551.74
38754,Region 4,S07,2M,1,1,2,0,1,Premium,Medium,Rural,Carrier_C,1.6050000000000002,795.88
38797,Region 5,S11,2M,5,4,1,0,0,Premium,High,Urban,Carrier_C,1.605,1009.68
38807,Region 2,S04,5M,3,2,0,0,1,Entry,Medium,Rural,Carrier_C,1.1,949.76
38826,Region 1,S01,1M,2,1,1,0,0,Standard,Low,Suburban,Carrier_C,1.305,565.16
38834,Region 3,S06,1M,3,2,0,0,0,Entry,High,Rural,Carrier_C,1.155,430.48
38844,Region 1,S02,1M,4,4,1,0,1,Standard,Low,Rural,Carrier_C,1.495,592.63
38854,Region 2,S03,1M,2,2,0,0,1,Entry,High,Suburban,Carrier_C,1.045,447.72
38859,Region 5,S10,2M,4,2,2,0,1,High Net Worth,Medium,Urban,Carrier_C,1.815,1182.9
38862,Region 3,S05,5M,4,3,0,1,1,Premium,Medium,Urban,Carrier_C,1.36,1430.43
38869,Region 4,S07,1M,5,3,0,0,1,High Net Worth,Medium,Suburban,Carrier_C,1.255,595.18
38870,Region 1,S02,1M,2,1,0,0,0,Standard,Low,Rural,Carrier_C,1.115,520.81
38875,Region 5,S10,2M,3,2,0,1,0,Standard,High,Urban,Carrier_C,1.375,775.14
38885,Region 2,S12,1M,4,3,1,0,1,High Net Worth,High,Urban,Carrier_C,1.4500000000000002,623.98
38902,Region 3,S06,1M,3,2,0,1,0,Premium,Low,Urban,Carrier_C,1.315,620.5
38905,Region 4,S08,2M,6,5,0,0,1,High Net Worth,Medium,Rural,Carrier_C,1.4,839.9
38926,Region 5,S09,2M,3,3,1,0,1,Premium,Low,Suburban,Carrier_C,1.3950000000000002,949.17
38930,Region 4,S08,2M,4,3,0,0,1,Premium,Low,Suburban,Carrier_C,1.2000000000000002,781.42
38936,Region 2,S12,2M,3,2,0,0,1,Standard,Medium,Suburban,Carrier_C,1.16,613.44
38943,Region 3,S06,2M,3,2,2,0,1,Premium,Medium,Urban,Carrier_C,1.7600000000000002,901.03
38950,Region 3,S05,1M,4,3,0,0,1,Standard,Medium,Suburban,Carrier_C,1.2000000000000002,547.72
38951,Region 4,S07,5M,3,2,0,0,1,Standard,High,Suburban,Carrier_C,1.1,871.89
38998,Region 5,S09,2M,1,1,0,0,1,Standard,Medium,Urban,Carrier_C,0.945,665.41
39011,Region 3,S06,1M,4,3,0,0,0,Standard,Medium,Urban,Carrier_C,1.255,526.34
39054,Region 5,S09,5M,5,4,0,0,1,Standard,Medium,Rural,Carrier_C,1.3,1117.68
39067,Region 2,S04,1M,2,2,1,0,0,Entry,Low,Suburban,Carrier_C,1.41,633.51
39075,Region 4,S08,1M,1,1,0,0,0,Standard,High,Urban,Carrier_C,1.06,491.03
39121,Region 2,S03,1M,3,2,0,0,0,Standard,Low,Rural,Carrier_C,1.155,540.5
39153,Region 3,S06,1M,2,2,0,0,0,Entry,Medium,Urban,Carrier_C,1.16,480.7
39159,Region 4,S08,5M,3,3,0,0,1,Entry,Medium,Suburban,Carrier_C,1.1450000000000002,899.64
39162,Region 5,S10,1M,6,5,0,0,0,Standard,Medium,Rural,Carrier_C,1.4549999999999998,581.63
39177,Region 1,S02,1M,2,2,0,0,0,Entry,High,Suburban,Carrier_C,1.16,463.31
39181,Region 2,S04,1M,2,2,0,0,1,Standard,High,Suburban,Carrier_C,1.045,504.31
39183,Region 5,S10,1M,3,1,0,0,1,Standard,High,Rural,Carrier_C,1.0550000000000002,470.02
39184,Region 3,S05,1M,2,2,0,0,1,Premium,High,Urban,Carrier_C,1.045,548.06
39187,Region 3,S05,1M,6,5,1,0,1,Premium,Medium,Rural,Carrier_C,1.65,673.01
39198,Region 4,S08,1M,5,4,0,0,1,Entry,Medium,Urban,Carrier_C,1.3,526.82
39208,Region 3,S06,2M,6,5,0,0,1,Standard,High,Urban,Carrier_C,1.4,680.89
39214,Region 2,S12,2M,2,1,0,0,0,Premium,Low,Urban,Carrier_C,1.055,727.74
39232,Region 5,S11,2M,1,1,0,0,0,Standard,Medium,Suburban,Carrier_C,1.0,693.89
39234,Region 2,S04,1M,5,5,0,0,0,Standard,Medium,Suburban,Carrier_C,1.4,616.97
39241,Region 5,S10,1M,2,1,1,0,1,Entry,High,Suburban,Carrier_C,1.25,495.17
39247,Region 2,S03,2M,1,1,0,0,1,Standard,Low,Suburban,Carrier_C,1.005,673.87
39251,Region 4,S08,2M,4,1,0,0,1,High Net Worth,Medium,Suburban,Carrier_C,1.11,756.15
39252,Region 5,S11,1M,3,3,0,0,0,Premium,Medium,Urban,Carrier_C,1.2000000000000002,658.36
39293,Region 4,S07,1M,5,4,0,1,1,Standard,Low,Urban,Carrier_C,1.46,624.03
39302,Region 5,S11,1M,5,4,0,0,1,Premium,High,Urban,Carrier_C,1.3,648.32
39303,Region 5,S09,1M,7,5,0,0,1,Standard,Medium,Urban,Carrier_C,1.455,640.1
39305,Region 2,S03,2M,2,1,1,0,0,Entry,Low,Urban,Carrier_C,1.305,783.23
39318,Region 3,S05,1M,3,2,2,0,0,High Net Worth,Medium,Rural,Carrier_C,1.815,802.16
39332,Region 2,S04,1M,1,1,0,0,0,Standard,Low,Rural,Carrier_C,1.0,544.37
39338,Region 5,S09,1M,3,2,0,0,0,Standard,Medium,Rural,Carrier_C,1.155,527.73
39344,Region 2,S03,1M,2,1,1,0,0,Entry,Medium,Urban,Carrier_C,1.305,546.55
39345,Region 4,S07,1M,2,1,1,0,1,Premium,High,Rural,Carrier_C,1.31,514.6
39346,Region 1,S01,1M,7,6,1,0,0,High Net Worth,Medium,Suburban,Carrier_C,1.805,739.58
39360,Region 2,S12,2M,1,1,1,0,0,Entry,Medium,Suburban,Carrier_C,1.25,610.72
39376,Region 3,S06,2M,3,2,1,0,1,Standard,High,Rural,Carrier_C,1.35,606.86
39410,Region 4,S08,5M,3,2,0,0,1,Standard,High,Suburban,Carrier_C,1.1,898.15
39432,Region 2,S04,1M,2,1,0,0,0,Premium,Medium,Urban,Carrier_C,1.055,599.74
39435,Region 3,S05,2M,2,1,1,0,0,Premium,High,Urban,Carrier_C,1.305,842.59
39437,Region 1,S02,1M,4,2,0,0,0,High Net Worth,Medium,Urban,Carrier_C,1.21,640.79
39445,Region 3,S05,1M,3,2,0,0,0,Standard,High,Suburban,Carrier_C,1.155,525.57
39446,Region 1,S02,1M,5,4,0,0,1,Standard,Medium,Rural,Carrier_C,1.3,516.83
39457,Region 3,S06,1M,4,3,0,0,1,Premium,High,Suburban,Carrier_C,1.2000000000000002,498.6
39462,Region 1,S02,1M,4,2,1,0,0,Standard,Medium,Suburban,Carrier_C,1.52,582.12
39481,Region 2,S12,2M,6,6,1,0,0,Standard,Low,Suburban,Carrier_C,1.75,862.62
39484,Region 5,S10,5M,2,1,0,0,1,Standard,Medium,Suburban,Carrier_C,1.0,961.12
39488,Region 4,S08,5M,6,4,0,0,0,Standard,High,Suburban,Carrier_C,1.41,1076.5
39521,Region 3,S06,2M,7,5,0,0,1,Standard,Medium,Suburban,Carrier_C,1.455,699.49
39522,Region 4,S07,1M,2,2,0,0,0,Premium,High,Suburban,Carrier_C,1.1,498.72
39525,Region 5,S09,2M,4,2,0,0,1,Standard,Medium,Suburban,Carrier_C,1.155,705.78
39526,Region 4,S08,1M,7,6,0,0,1,Premium,Medium,Suburban,Carrier_C,1.5000000000000002,614.44
39527,Region 4,S08,2M,2,1,0,0,0,Premium,High,Rural,Carrier_C,1.055,617.25
39546,Region 1,S01,2M,7,5,0,0,1,Standard,High,Rural,Carrier_C,1.455,652.24
39549,Region 2,S04,1M,4,3,0,0,1,Standard,Low,Urban,Carrier_C,1.2000000000000002,641.49
39550,Region 4,S07,1M,5,3,2,0,0,Premium,High,Suburban,Carrier_C,1.97,672.48
39555,Region 5,S09,1M,3,2,0,0,1,Standard,Low,Urban,Carrier_C,1.16,609.95
39570,Region 2,S03,5M,5,4,0,0,1,Entry,High,Rural,Carrier_C,1.3,916.54
39574,Region 2,S03,2M,3,1,0,0,1,Premium,Low,Suburban,Carrier_C,1.0550000000000002,747.6
39591,Region 5,S09,1M,3,3,0,0,1,Standard,High,Suburban,Carrier_C,1.1450000000000002,514.39
39628,Region 4,S07,2M,4,4,1,0,1,Standard,High,Suburban,Carrier_C,1.495,692.3
39646,Region 2,S12,1M,3,2,0,1,0,Entry,Medium,Rural,Carrier_C,1.315,474.41
39651,Region 5,S09,5M,4,3,0,0,0,Entry,Medium,Urban,Carrier_C,1.255,1145.15
39659,Region 5,S11,2M,2,1,0,0,0,Entry,Low,Suburban,Carrier_C,1.055,728.64
39664,Region 1,S02,2M,5,5,0,0,0,Standard,Medium,Suburban,Carrier_C,1.4,740.66
39668,Region 1,S02,5M,5,4,0,0,0,Entry,High,Rural,Carrier_C,1.355,924.02
